description,category
WEB 4001 DIRECTV,Utilities
VONS *6540,Grocery
PURCHASE REVOLUT,P2P
PAYMENT RAISING CANE'S,Restaurants
BUDGET RENTAL - AUSTIN TX,Transport
PAYMENT TJ MAXX,Shopping
AUTH 1593 HOSPITAL BILL - LOS ANGELES CA,Health
WEB 6036 STATEMENT FEE STORE 6036,Fees
AUTH 4305 TAPROOM NEW YORK NY,Bars
CARD 8725 NSF FEE,Fees
LATE FEE /ONLINE,Fees
WELLNESS CENTER /ONLINE,Health
WEB 8409 PAYPAL FRIENDS - SAN JOSE CA,P2P
WEB 8207 WALGREENS,Health
POS 3609 MARRIOTT OAKLAND CA,Travel
PURCHASE POST OFFICE #8303,Other
FOREIGN TRANSACTION FEE *8122,Fees
AMC THEATRES - OAKLAND CA,Entertainment
CARD 1926 CANCER CENTER #1926,Health
POS 8171 GLORIA JEAN'S /ONLINE,Coffee
ETSY *6880,Shopping
BARCADE *2492,Bars
WEB 8407 COMMUNITY CENTER,Other
PAYMENT PORTILLO'S,Restaurants
PAYMENT DUNKIN /ONLINE,Coffee
HERTZ /ONLINE,Transport
DERMATOLOGY /ONLINE,Health
BIG LOTS,Other
RENT PAYMENT PORTAL - OAKLAND CA,Rent
WEB 7484 PAVILIONS #7484,Grocery
AUTH 4953 HOME IMPROVEMENT - SEATTLE WA,Other
PAYMENT JETBLUE SAN JOSE CA,Travel
RED LOBSTER,Restaurants
POS 4005 AT&T,Utilities
CARD 3886 OVERDRAFT FEE /ONLINE,Fees
WEB 8988 WALGREENS,Health
AUTH 1674 JERSEY MIKE'S,Restaurants
STARBUCKS - SEATTLE WA,Coffee
POS 7365 PEET'S COFFEE,Coffee
FOREIGN TRANSACTION FEE STORE 3647,Fees
RENT PAYMENT PORTAL,Rent
CARD 1743 GOOGLE PAY,P2P
POS 2095 MISC CHARGE /ONLINE,Other
AUTH 4013 PUBLIX,Grocery
AUTH 4793 ONLINE RENT PAYMENT *4793,Rent
POS 6437 SAM'S CLUB *6437,Shopping
WEB 2715 P.F. CHANG'S,Restaurants
WEB 8317 T-MOBILE - NEW YORK NY,Utilities
PRICELINE STORE 3262,Travel
PURCHASE UBERPOOL STORE 3286,Transport
POS 7584 CITY GARBAGE SAN FRANCISCO CA,Utilities
PURCHASE APPLEBEE'S /ONLINE,Restaurants
PURCHASE UBER AIRPORT,Travel
WEB 2207 H&M - SAN JOSE CA,Shopping
PURCHASE PAVILIONS SEATTLE WA,Grocery
POS 1989 PAYPAL FRIENDS STORE 1989,P2P
PAYMENT REMITLY - NEW YORK NY,P2P
PAYMENT YARD HOUSE,Bars
PURCHASE TRUE VALUE - SAN FRANCISCO CA,Other
AIRPORT SHUTTLE,Transport
WEB 2015 AVAIL.CO /ONLINE,Rent
PURCHASE TOLL BRIDGE,Transport
PAYMENT CARD REPLACEMENT FEE,Fees
CARD 7662 THE LOCAL PUB *7662,Bars
MICROBREWERY /ONLINE,Bars
CARD 9736 TRUE VALUE - AUSTIN TX,Other
PURCHASE APPLE CASH,P2P
AMERICAN AIRLINES *7196,Travel
COMCAST #6809,Utilities
TARGET *3542,Shopping
CARD 8570 SONIC INTERNET *8570,Utilities
PAYMENT IKEA,Shopping
WOW INTERNET - AUSTIN TX,Utilities
SONIC DRIVE-IN,Restaurants
RED LOBSTER /ONLINE,Restaurants
WEB 6479 RENT PAYMENT PORTAL,Rent
JACK IN THE BOX STORE 2040,Restaurants
POS 1301 PAYPAL TRANSFER,P2P
AUTH 6363 TRUE VALUE /ONLINE,Other
WEB 2185 EL POLLO LOCO,Restaurants
AUTH 2886 JERSEY MIKE'S,Restaurants
EL POLLO LOCO STORE 6530,Restaurants
DELTA AIR LINES,Travel
AUTH 4798 SAFEWAY,Grocery
WEB 4207 ZILLOW RENT STORE 4207,Rent
BANK FEE,Fees
AUTH 3771 RITE AID /ONLINE,Health
PAYMENT LIME BIKE - NEW YORK NY,Transport
QUEST DIAGNOSTICS,Health
CARD 8591 AIRPORT SHUTTLE,Transport
AUTH 9476 BANDCAMP,Entertainment
POS 9098 RENT PAYMENT PORTAL,Rent
WEB 9447 ZAXBY'S STORE 9447,Restaurants
PURCHASE WALGREENS STORE 4679,Health
WEB 2047 ALASKA AIR,Travel
GREYHOUND,Transport
PURCHASE DUNKIN *3742,Coffee
AUTH 3059 FOOD LION,Grocery
PAYMENT DIVE BAR STORE 6269,Bars
WEB 9921 SONIC DRIVE-IN NEW YORK NY,Restaurants
PAYMENT COFFEE BEAN & TEA LEAF STORE 2148,Coffee
PAYMENT ZILLOW RENT - AUSTIN TX,Rent
EXXONMOBIL,Gas
WEB 1543 DOLLAR GENERAL *1543,Other
WEB 9204 YARDI RENT - LOS ANGELES CA,Rent
POS 3958 NSF FEE,Fees
POS 7883 WINGSTOP /ONLINE,Restaurants
POS 3893 TAXI SERVICE - AUSTIN TX,Transport
POS 8205 ATM FEE,Fees
AUTH 2279 FRONTIER AIRLINES STORE 2279,Travel
CARD 4304 BREWHOUSE STORE 4304,Bars
PAYMENT SONIC DRIVE-IN OAKLAND CA,Restaurants
AUTH 7626 COMCAST,Utilities
AUTH 8780 AMERICAN AIRLINES - SEATTLE WA,Travel
WEB 1501 ZIPCAR,Transport
AUTH 4452 CHIPOTLE *4452,Restaurants
CARD 2152 ADT SECURITY /ONLINE,Utilities
PEET'S COFFEE /ONLINE,Coffee
CARD 9999 DISTILLERY BAR /ONLINE,Bars
WEB 4443 NSF FEE,Fees
CASH APP SEATTLE WA,P2P
AUTH 3750 LA COLOMBE #3750,Coffee
DOMINO'S PIZZA,Restaurants
PAYMENT ONLINE RENT PAYMENT STORE 7190,Rent
PURCHASE STATEMENT FEE,Fees
PAYMENT BIGGBY COFFEE,Coffee
CARD 5553 RITE AID STORE 5553,Health
VALERO /ONLINE,Gas
CARD 3045 ACME MARKETS,Grocery
ONLINE RENT PAYMENT,Rent
WEB 6034 STREET VENDOR #6034,Other
AUTH 2474 MEGABUS SAN JOSE CA,Transport
AUTH 9192 ZELLE REQUEST,P2P
POS 9410 POST OFFICE,Other
WEB 3745 LYFT AIRPORT /ONLINE,Travel
CARD 7787 CANCER CENTER,Health
PURCHASE ZIPCAR BERKELEY CA,Transport
SUBWAY,Restaurants
POS 7125 HARDEE'S,Restaurants
HERTZ - BERKELEY CA,Transport
AUTH 3368 SPEEDWAY - OAKLAND CA,Gas
WEB 7230 WINCO /ONLINE,Grocery
ZILLOW RENT /ONLINE,Rent
POS 4985 NBA LEAGUE PASS,Entertainment
JAVAHOUSE,Coffee
MENTAL HEALTH,Health
WEB 7294 PROPERTY MANAGEMENT - OAKLAND CA,Rent
WEB 1789 CHIME TRANSFER,P2P
WEB 1654 EXXONMOBIL *1654,Gas
AUTH 5115 CASH ADVANCE FEE NEW YORK NY,Fees
UBER AIRPORT,Travel
WEB 8936 ZILLOW RENT STORE 8936,Rent
MONTHLY SERVICE FEE *7847,Fees
LOWE'S *5246,Shopping
AUTH 7182 FRONTIER AIRLINES /ONLINE,Travel
AUTH 1034 CALTRAIN BERKELEY CA,Transport
ZILLOW RENT STORE 1633,Rent
CARD 2294 APPLEBEE'S SAN FRANCISCO CA,Restaurants
POS 3876 STREET VENDOR #3876,Other
FARMERS MARKET,Other
POS 5051 MCDONALD'S,Restaurants
PAYMENT TIM HORTONS AUSTIN TX,Coffee
AUTH 5714 GULF OIL AUSTIN TX,Gas
PURCHASE THRIFT STORE *3326,Other
WEB 8211 DOLLAR TREE - LOS ANGELES CA,Other
PURCHASE EXXONMOBIL,Gas
WEB 4811 ZILLOW RENT SEATTLE WA,Rent
CARD 7524 WINE BAR STORE 7524,Bars
CARD 7597 BREWER'S TAPROOM - NEW YORK NY,Bars
WEB 5079 NSF FEE - SAN JOSE CA,Fees
POS 9781 GOOGLE PAY,P2P
POS 8316 UNITED AIRLINES *8316,Travel
CALTRAIN,Transport
CHILI'S *5298,Restaurants
WEB 1679 GAS COMPANY,Utilities
CARD 5276 COSTCO - SAN FRANCISCO CA,Grocery
PAYMENT UNIQLO STORE 9179,Shopping
POS 8642 CARD REPLACEMENT FEE #8642,Fees
PARAMOUNT+,Entertainment
PAYMENT PROPERTY MANAGEMENT,Rent
CARD 2600 STARBUCKS /ONLINE,Coffee
WEB 9060 RED LOBSTER,Restaurants
AUTH 1431 STATEMENT FEE,Fees
AUTH 2635 STARBUCKS STORE 2635,Coffee
CARD 2474 SCOOTER RENTAL /ONLINE,Transport
TAPROOM SEATTLE WA,Bars
PAYMENT AVAIL.CO STORE 8820,Rent
POS 8202 RENT PAYMENT PORTAL,Rent
AUTH 8450 MUNI METRO NEW YORK NY,Transport
LYFT RIDE,Transport
AUTH 4697 NFL GAMEPASS SEATTLE WA,Entertainment
GULF OIL,Gas
PAYMENT STUMPTOWN #4386,Coffee
AUTH 4360 LIVE NATION STORE 4360,Entertainment
DISTILLERY BAR,Bars
PURCHASE CITY PARKING *3110,Transport
CARD 9385 DOLLAR GENERAL,Other
CARD 1085 INTELLIGENTSIA,Coffee
CARD 3725 DOLLAR TREE,Other
PAYMENT PRICELINE BERKELEY CA,Travel
WEB 6281 BOJANGLES OAKLAND CA,Restaurants
POS 3378 RENT PAYMENT PORTAL,Rent
PAYMENT UBERPOOL,Transport
PAYMENT JETBLUE /ONLINE,Travel
AUTH 8318 BEER GARDEN,Bars
CARD 7128 GOOGLE PAY *7128,P2P
GREYHOUND /ONLINE,Transport
PANDA EXPRESS /ONLINE,Restaurants
LATE FEE SAN FRANCISCO CA,Fees
CARD 2006 LATE FEE STORE 2006,Fees
PAYMENT GAS COMPANY #5480,Utilities
AUDIBLE *7704,Entertainment
PAYMENT THE ALEHOUSE #5825,Bars
TJ MAXX NEW YORK NY,Shopping
POS 3088 STATEMENT FEE /ONLINE,Fees
WEB 5466 STARBUCKS STORE 5466,Coffee
PURCHASE NIKE STORE - SAN FRANCISCO CA,Shopping
WEB 6285 BUFFALO WILD WINGS,Restaurants
POS 2343 ZELLE REQUEST,P2P
REVOLUT - OAKLAND CA,P2P
AUTH 3272 WEGMANS,Grocery
LIME BIKE,Transport
PURCHASE HULU STORE 2090,Entertainment
WEB 2731 WISE TRANSFER /ONLINE,P2P
PURCHASE TOLL BRIDGE - SAN FRANCISCO CA,Transport
CARD 1592 ENTERPRISE RENTAL /ONLINE,Transport
ZELLE REQUEST AUSTIN TX,P2P
PAYMENT BARCADE SEATTLE WA,Bars
STREET VENDOR #3380,Other
CARD 9154 BUFFALO WILD WINGS BAR #9154,Bars
CARD 1370 BOOKING.COM STORE 1370,Travel
CARD 8454 GIANT EAGLE STORE 8454,Grocery
AUTH 5254 PRIMARY CARE,Health
PAYMENT UBERPOOL - LOS ANGELES CA,Transport
PURCHASE BOJANGLES STORE 3167,Restaurants
CARD 8151 CARIBOU COFFEE STORE 8151,Coffee
HARBOR FREIGHT,Other
LANDLORD TRANSFER #8278,Rent
CARD 9615 BUDGET RENTAL,Transport
PAYMENT WELLNESS CENTER,Health
PURCHASE CASH APP,P2P
PURCHASE WISE TRANSFER *8120,P2P
ATM FEE SEATTLE WA,Fees
EXPEDIA,Travel
ZELLE REQUEST /ONLINE,P2P
WEB 6701 SERVICE CHARGE #6701,Fees
PAYMENT T-MOBILE,Utilities
DOLLAR GENERAL - SAN JOSE CA,Other
CARD 6483 DERMATOLOGY,Health
APARTMENT RENT,Rent
76 STATION,Gas
CARD 7198 DELTA VACATIONS /ONLINE,Travel
PUBLIX /ONLINE,Grocery
CRUNCHYROLL,Entertainment
CARD 7082 NBA LEAGUE PASS,Entertainment
CARD 1043 APARTMENTS LLC *1043,Rent
GOOGLE PAY,P2P
MARSHALLS,Shopping
PAYMENT AVAIL.CO - AUSTIN TX,Rent
BUFFALO WILD WINGS - SEATTLE WA,Restaurants
PAYMENT H&M SAN FRANCISCO CA,Shopping
PURCHASE AT&T INTERNET,Utilities
AUTH 2295 FRED MEYER *2295,Grocery
WEB 6400 PHILZ COFFEE *6400,Coffee
PURCHASE EXXONMOBIL - SAN JOSE CA,Gas
PURCHASE WALMART SEATTLE WA,Shopping
AVAIL.CO,Rent
PAYMENT NOB HILL FOODS,Grocery
PURCHASE CANCER CENTER,Health
REALPAGE PAYMENTS,Rent
PURCHASE PHYSICAL THERAPY,Health
PURCHASE THE LOCAL PUB /ONLINE,Bars
AUTH 7575 ELECTRIC CO-OP STORE 7575,Utilities
AUTH 9114 CIDER HOUSE SAN FRANCISCO CA,Bars
AUTH 8908 MONTHLY SERVICE FEE,Fees
WEB 5611 PHILLIPS 66 - BERKELEY CA,Gas
PAYMENT SPECTRUM,Utilities
POS 9266 SHAKE SHACK #9266,Restaurants
NETFLIX /ONLINE,Entertainment
WEB 7504 AIRBNB /ONLINE,Travel
KAISER,Health
WEB 3644 FRED MEYER /ONLINE,Grocery
WEB 3017 DOMINO'S PIZZA /ONLINE,Restaurants
BREWER'S TAPROOM STORE 7722,Bars
FOREIGN TRANSACTION FEE - AUSTIN TX,Fees
AUTH 9585 CVS PHARMACY STORE 9585,Health
PURCHASE PATREON STORE 3359,Entertainment
MONTHLY SERVICE FEE /ONLINE,Fees
AUTH 5747 CHIME TRANSFER,P2P
CARD 4522 TSA PRECHECK STORE 4522,Travel
AUDIBLE #1734,Entertainment
POS 3213 BUFFALO WILD WINGS BAR - LOS ANGELES CA,Bars
PAYMENT NIKE STORE SAN FRANCISCO CA,Shopping
PURCHASE EXXON *3331,Gas
ESSO *8522,Gas
WINCO - AUSTIN TX,Grocery
PURCHASE TAPHOUSE #8625,Bars
GYM MEMBERSHIP /ONLINE,Health
PURCHASE EXXONMOBIL STORE 1629,Gas
POS 4791 AMC THEATRES STORE 4791,Entertainment
AUTH 1256 FRONTIER AIRLINES,Travel
CARD 9641 CHECKERS #9641,Restaurants
RITE AID STORE 8089,Health
TSA PRECHECK LOS ANGELES CA,Travel
ONLINE RENT PAYMENT LOS ANGELES CA,Rent
PURCHASE WISE TRANSFER #3694,P2P
TRADER JOE'S - LOS ANGELES CA,Grocery
AUTH 8846 BOOKING.COM OAKLAND CA,Travel
POS 9505 LIME BIKE,Transport
POS 1540 VALERO STORE 1540,Gas
AMTRAK,Transport
POS 3989 STRIPE PAYOUT,P2P
PAYMENT FARMERS MARKET,Other
KING SOOPERS - SAN FRANCISCO CA,Grocery
AUTH 5125 COSTCO FUEL /ONLINE,Gas
WEB 9080 MONTHLY SERVICE FEE #9080,Fees
PAYMENT NFL GAMEPASS SAN FRANCISCO CA,Entertainment
POS 3921 MARKET BASKET #3921,Grocery
PAYMENT CHIROPRACTOR,Health
JERSEY MIKE'S *9967,Restaurants
CARD 8446 ARCO - SAN FRANCISCO CA,Gas
CARD 6648 EBAY AUSTIN TX,Shopping
WEB 4451 SHOPRITE - AUSTIN TX,Grocery
CARD 7971 UBER TRIP,Transport
SEPHORA,Shopping
PAYMENT BANK FEE #4139,Fees
WALGREENS,Health
GIANT EAGLE #5909,Grocery
WEB 3616 DENNY'S #3616,Restaurants
CAFE NERO,Coffee
THE LOCAL PUB /ONLINE,Bars
AUTH 4971 ACME MARKETS,Grocery
POS 8420 LYFT RIDE *8420,Transport
POS 5074 SPROUTS,Grocery
AUTH 7792 ADT SECURITY #7792,Utilities
PAYMENT APPLE STORE #6385,Shopping
WEB 7908 KAISER *7908,Health
THE ALEHOUSE STORE 4533,Bars
DOLLAR TREE #3405,Other
CARD 4215 PARKING METER,Transport
STUMPTOWN #5621,Coffee
PURCHASE MOBIL STORE 5588,Gas
AUTH 9264 BUFFALO WILD WINGS BAR - AUSTIN TX,Bars
PAYMENT THRIFT STORE,Other
PAYMENT GELSON'S #9245,Grocery
POS 5007 STOP & SHOP STORE 5007,Grocery
PURCHASE BUFFALO WILD WINGS,Restaurants
GYM MEMBERSHIP /ONLINE,Health
AUTH 7372 WISE TRANSFER STORE 7372,P2P
AUTH 9387 FANDANGO,Entertainment
AUTH 3172 CIRCLE K /ONLINE,Gas
PURCHASE FUNIMATION,Entertainment
WEB 3855 GAMESTOP,Shopping
ONLINE RENT PAYMENT - AUSTIN TX,Rent
PURCHASE GREYHOUND,Transport
CARD 2298 DENTAL CLINIC STORE 2298,Health
SQUARE CASH STORE 2278,P2P
TENANT WEB SAN JOSE CA,Rent
PAYMENT STATEMENT FEE /ONLINE,Fees
MENTAL HEALTH,Health
AUTH 1738 PARAMOUNT+,Entertainment
AUTH 5593 GREYHOUND,Transport
PAYMENT CRUNCHYROLL,Entertainment
POS 3548 ETSY *3548,Shopping
PURCHASE RED LOBSTER,Restaurants
ELECTRIC CO-OP /ONLINE,Utilities
POS 4953 KAISER,Health
PURCHASE EL POLLO LOCO,Restaurants
WEB 4454 DERMATOLOGY,Health
WEB 1661 WELLNESS CENTER,Health
AUTH 9391 TRANSFER FEE,Fees
PAYMENT SPEEDWAY,Gas
ATM FEE,Fees
DENTAL CLINIC - LOS ANGELES CA,Health
POS 8729 COMMUNITY CENTER,Other
PAYMENT PATREON NEW YORK NY,Entertainment
TRUE VALUE #1195,Other
CANCER CENTER SAN JOSE CA,Health
PAYMENT DELTA AIR LINES,Travel
WEB 4702 GAS COMPANY,Utilities
CARD 2106 THE LOCAL PUB SAN FRANCISCO CA,Bars
PAYMENT CHILI'S BAR,Bars
ZELLE REQUEST *4870,P2P
APPLEBEE'S BAR NEW YORK NY,Bars
BREWER'S TAPROOM #6618,Bars
PURCHASE TARGET *2382,Shopping
PAYMENT GULF OIL STORE 4378,Gas
APPLE CASH NEW YORK NY,P2P
PURCHASE BOOKING.COM,Travel
CARD 9451 CHECKERS,Restaurants
CITY GARBAGE - SAN JOSE CA,Utilities
WEB 8110 NIKE STORE,Shopping
CARD 9237 OVERDRAFT FEE STORE 9237,Fees
PAYMENT AT&T INTERNET /ONLINE,Utilities
CARD 4063 CASH ADVANCE FEE,Fees
PAYMENT ONLINE RENT PAYMENT,Rent
BIG LOTS - SAN FRANCISCO CA,Other
CARD 4730 DELTA VACATIONS /ONLINE,Travel
PURCHASE QUEST DIAGNOSTICS STORE 1848,Health
CARD 7690 JETBLUE AUSTIN TX,Travel
AUTH 8202 WEGMANS STORE 8202,Grocery
PURCHASE DIRECTV,Utilities
POS 2765 PRICELINE,Travel
PURCHASE CVS PHARMACY #3973,Health
SPORTS BAR #8961,Bars
AUTH 3756 STRIPE PAYOUT #3756,P2P
PAYMENT GIANT EAGLE /ONLINE,Grocery
PAYMENT TACO BELL #1077,Restaurants
PURCHASE T-MOBILE,Utilities
LANDLORD TRANSFER *2294,Rent
WEB 8036 SPEAKEASY *8036,Bars
DELTA SHUTTLE NEW YORK NY,Transport
PAYMENT BIGGBY COFFEE /ONLINE,Coffee
CARD 8507 PRICELINE - SAN JOSE CA,Travel
FRONTIER AIRLINES /ONLINE,Travel
RED LOBSTER STORE 8289,Restaurants
PURCHASE KROGER *7024,Grocery
AUTH 2036 CHIPOTLE *2036,Restaurants
PAYMENT BANK FEE - SAN FRANCISCO CA,Fees
AUTH 7500 SPECTRUM - SAN FRANCISCO CA,Utilities
WEB 5856 ZELLE REQUEST STORE 5856,P2P
DIVE BAR /ONLINE,Bars
ENTERPRISE RENTAL #8431,Transport
PAYMENT CANCER CENTER,Health
YOUTUBE PREMIUM #2495,Entertainment
POS 6561 FRONTIER COMMUNICATIONS STORE 6561,Utilities
CARD 3893 STEAM GAMES AUSTIN TX,Entertainment
WEB 9984 76 STATION,Gas
COMCAST,Utilities
WEB 2457 MICROBREWERY - SEATTLE WA,Bars
ZILLOW RENT,Rent
PURCHASE APPLE CASH,P2P
PURCHASE GAS COMPANY /ONLINE,Utilities
CARD 9539 PHYSICAL THERAPY OAKLAND CA,Health
AUTH 9037 APPLEBEE'S *9037,Restaurants
AUTH 1553 SAM'S CLUB #1553,Shopping
BP #3284,Gas
AUTH 7098 OVERDRAFT FEE STORE 7098,Fees
CARD 5729 UBER AIRPORT STORE 5729,Travel
PAYMENT EXXONMOBIL *4207,Gas
GOODWILL,Other
JETBLUE STORE 4859,Travel
RITE AID STORE 2702,Health
WEB 6716 COX COMMUNICATIONS #6716,Utilities
POS 4315 AVAIL.CO SAN FRANCISCO CA,Rent
PAYMENT AMAZON #8029,Shopping
WEB 8180 WHOLE FOODS SAN FRANCISCO CA,Grocery
WEB 4904 GETTY #4904,Gas
ZILLOW RENT SAN FRANCISCO CA,Rent
RENTCAFE *6201,Rent
CARD 5057 DIRECTV - SEATTLE WA,Utilities
POS 7705 EBAY *7705,Shopping
CHILI'S,Restaurants
POS 2103 INTELLIGENTSIA,Coffee
POS 8374 STOP & SHOP,Grocery
POS 7979 COSTCO FUEL,Gas
WEB 8373 TAPROOM #8373,Bars
PURCHASE CASH APP STORE 1430,P2P
SPROUTS STORE 6722,Grocery
HERTZ STORE 9048,Transport
FRONTIER AIRLINES /ONLINE,Travel
PAYMENT CARD REPLACEMENT FEE,Fees
POS 8483 EBAY /ONLINE,Shopping
PAYMENT ENTERPRISE RENTAL,Transport
PAYMENT ZILLOW RENT /ONLINE,Rent
ESSO,Gas
CARD 3507 T-MOBILE STORE 3507,Utilities
EBAY SAN FRANCISCO CA,Shopping
HOTELS.COM #5564,Travel
GYM MEMBERSHIP STORE 4488,Health
TAPROOM STORE 7465,Bars
PAYMENT LIME BIKE,Transport
WEB 5500 APPLEBEE'S BERKELEY CA,Restaurants
CARD 4098 CASH ADVANCE FEE,Fees
AUTH 7810 FARMERS MARKET *7810,Other
BUILDINGLINK STORE 2284,Rent
WIRE FEE,Fees
POS 5864 CARD REPLACEMENT FEE,Fees
AUTH 6138 MARKET BASKET /ONLINE,Grocery
AUTH 1890 TRANSFER FEE *1890,Fees
POS 8476 CANCER CENTER #8476,Health
CARD 3993 HARBOR FREIGHT *3993,Other
WEB 8951 UBERPOOL,Transport
COSTCO FUEL /ONLINE,Gas
RITE AID,Health
DOLLAR GENERAL,Other
PAYMENT KOHL'S,Shopping
PAYMENT UNITED AIRLINES /ONLINE,Travel
PURCHASE JACK IN THE BOX #3719,Restaurants
CARD 8593 LIME BIKE,Transport
PROPERTY MANAGEMENT /ONLINE,Rent
AUTH 9283 RENT PAYMENT PORTAL STORE 9283,Rent
PAYMENT VENMO REQUEST /ONLINE,P2P
PAYMENT RITE AID,Health
THRIFT STORE STORE 3568,Other
PAYMENT NSF FEE SAN JOSE CA,Fees
POS 2152 LYFT AIRPORT STORE 2152,Travel
SONIC INTERNET STORE 9949,Utilities
PURCHASE CHEESECAKE FACTORY /ONLINE,Restaurants
AUTH 9622 VALERO,Gas
WEB 5160 VENMO STORE 5160,P2P
BIGGBY COFFEE STORE 9890,Coffee
PAYMENT BANK FEE /ONLINE,Fees
WATER BILL,Utilities
TENANT WEB SEATTLE WA,Rent
SERVICE CHARGE *9647,Fees
POS 2518 XFINITY *2518,Utilities
BARNES & NOBLE LOS ANGELES CA,Shopping
NOB HILL FOODS - NEW YORK NY,Grocery
PAYMENT FIVE GUYS - SEATTLE WA,Restaurants
PURCHASE METRONET,Utilities
AUTH 5926 MARKET BASKET /ONLINE,Grocery
AUTH 8032 SPECTRUM - OAKLAND CA,Utilities
CARD 1338 ZIPCAR - OAKLAND CA,Transport
AUTH 8406 GYM MEMBERSHIP,Health
AUTH 4311 CINCINNATI BELL,Utilities
NBA LEAGUE PASS STORE 3326,Entertainment
AUTH 2785 ARBY'S,Restaurants
DRY CLEANING - LOS ANGELES CA,Other
CARD 9077 CIDER HOUSE,Bars
POS 7638 NORDSTROM *7638,Shopping
CALTRAIN #4660,Transport
CARD 6170 QUEST DIAGNOSTICS - AUSTIN TX,Health
PAVILIONS,Grocery
POS 4954 XBOX LIVE,Entertainment
CALTRAIN - LOS ANGELES CA,Transport
WEB 3895 BIGGBY COFFEE #3895,Coffee
CARD 2435 SPORTS BAR,Bars
EXXONMOBIL,Gas
PHYSICAL THERAPY,Health
WEB 6878 THE LOCAL PUB,Bars
PAYMENT SPEEDWAY,Gas
AUTH 6817 CASH APP - LOS ANGELES CA,P2P
ZARA /ONLINE,Shopping
PAYMENT WATER BILL LOS ANGELES CA,Utilities
AVAIL.CO STORE 2211,Rent
PURCHASE STAPLES,Shopping
CARD 1761 MAINTENANCE FEE *1761,Fees
RAISING CANE'S - SEATTLE WA,Restaurants
CARD 5792 CASH ADVANCE FEE /ONLINE,Fees
DONATION,Other
ADT SECURITY,Utilities
PAYMENT NETFLIX STORE 6636,Entertainment
AUTH 9028 STATEMENT FEE,Fees
RENT PAYMENT PORTAL,Rent
PURCHASE H&M BERKELEY CA,Shopping
AUTH 9909 MOBIL *9909,Gas
PAYMENT ZELLE REQUEST #6131,P2P
AUTH 1361 AVAIL.CO,Rent
PURCHASE AVAIL.CO,Rent
PAYMENT HARBOR FREIGHT /ONLINE,Other
MEGABUS,Transport
POS 3649 CASH APP #3649,P2P
VENMO - SAN JOSE CA,P2P
POS 1100 MISC CHARGE,Other
AUTH 1591 SECOND CUP #1591,Coffee
PARAMOUNT+ *7202,Entertainment
CARD 1034 SALVATION ARMY STORE 1034,Other
PURCHASE ELECTRIC CO-OP /ONLINE,Utilities
AUTH 8513 SHOPRITE,Grocery
PURCHASE AMC THEATRES #9097,Entertainment
CARD 5859 YARD HOUSE /ONLINE,Bars
PAYMENT FAMILY DOLLAR STORE 6597,Other
PAYMENT GAS BUDDY AUSTIN TX,Gas
ANNUAL FEE SAN FRANCISCO CA,Fees
PAYMENT THRIFT STORE,Other
AUTH 6236 SHAKE SHACK SEATTLE WA,Restaurants
AUTH 8185 LANDLORD TRANSFER,Rent
CARD 2974 SQUARE CASH,P2P
CARD 4712 DISTILLERY BAR #4712,Bars
POS 8915 LAUNDROMAT - NEW YORK NY,Other
CARD 9579 XFINITY,Utilities
ANNUAL FEE - SAN JOSE CA,Fees
BIRD SCOOTERS - LOS ANGELES CA,Transport
POS 3339 MCDONALD'S,Restaurants
TEXACO STORE 9127,Gas
AMTRAK,Transport
PEET'S COFFEE,Coffee
CARD 6828 STAPLES,Shopping
CASH APP,P2P
POS 4863 QUEST DIAGNOSTICS STORE 4863,Health
CARD 7862 FRED MEYER SAN FRANCISCO CA,Grocery
POS 4797 CARIBOU COFFEE *4797,Coffee
PURCHASE CITY GARBAGE,Utilities
CARD 3651 UNIQLO,Shopping
AMTRAK STORE 9185,Transport
POS 5945 LABCORP,Health
RENTCAFE STORE 2240,Rent
BATH & BODY WORKS SAN FRANCISCO CA,Shopping
AUTH 1976 MOBIL,Gas
ZELLE /ONLINE,P2P
POS 4908 OVERDRAFT FEE #4908,Fees
AUTH 8869 CHEVRON - NEW YORK NY,Gas
DOLLAR TREE BERKELEY CA,Other
PAYMENT COFFEE BEAN & TEA LEAF #6126,Coffee
AUTH 6377 BUFFALO WILD WINGS BAR,Bars
WALGREENS,Health
BOJANGLES - BERKELEY CA,Restaurants
PURCHASE TAPROOM,Bars
NBA LEAGUE PASS /ONLINE,Entertainment
PAYMENT PARAMOUNT+,Entertainment
PAYMENT GELSON'S STORE 2942,Grocery
PURCHASE GELSON'S,Grocery
WEB 8968 ROOFTOP BAR *8968,Bars
CARD 4915 FRONTIER COMMUNICATIONS STORE 4915,Utilities
IHOP,Restaurants
POS 7499 JERSEY MIKE'S - SEATTLE WA,Restaurants
POS 8793 TIM HORTONS LOS ANGELES CA,Coffee
AUTH 1420 MAINTENANCE FEE,Fees
VERIZON #1455,Utilities
METRONET LOS ANGELES CA,Utilities
PURCHASE LATE FEE AUSTIN TX,Fees
MICROBREWERY,Bars
POS 9743 RENT PAYMENT PORTAL /ONLINE,Rent
PG&E /ONLINE,Utilities
WEB 8369 RITE AID #8369,Health
POS 7283 CHEVRON OAKLAND CA,Gas
PG&E,Utilities
CAFE NERO /ONLINE,Coffee
AUTH 3587 TRANSFER FEE,Fees
PAYMENT EBAY,Shopping
AUTH 6105 WEGMANS,Grocery
